application_id,job_id,apply_date,source,screening_score,final_stage,decision_date,outcome
814,73,2023-10-05,Indeed,42,screen,2023-11-01,Rejected
815,164,2023-03-26,LinkedIn,78,applied,2023-03-31,Rejected
816,123,2023-08-15,Indeed,50,onsite,2023-09-24,Rejected
817,101,2023-09-20,Indeed,56,screen,2023-10-12,Rejected
818,17,2023-06-06,Indeed,69,applied,2023-06-13,Rejected
819,34,2023-11-21,Referral,68,applied,2023-12-03,Rejected
820,124,2023-05-22,LinkedIn,60,onsite,2023-06-25,Rejected
821,109,2023-07-27,Agency,37,screen,2023-07-31,Rejected
822,180,2023-06-15,Referral,77,applied,2023-06-20,Rejected
823,136,2023-02-03,Agency,67,onsite,2023-03-13,Rejected
824,93,2023-09-03,Referral,84,applied,2023-09-08,Rejected
825,110,2023-05-28,Indeed,46,screen,2023-06-20,Rejected
826,13,2024-01-27,Career Site,63,applied,2024-01-30,Rejected
827,54,2023-08-11,LinkedIn,66,onsite,2023-09-09,Rejected
828,154,2023-11-17,Career Site,63,onsite,2023-12-26,Rejected
829,116,2023-07-16,Career Site,51,onsite,2023-08-30,Rejected
830,113,2023-04-09,LinkedIn,56,applied,2023-04-10,Rejected
831,99,2023-05-29,LinkedIn,51,onsite,2023-06-28,Rejected
832,142,2023-04-03,Campus,59,applied,2023-04-13,Rejected
833,173,2023-06-13,LinkedIn,67,applied,2023-06-27,Rejected
834,100,2023-07-04,Indeed,69,onsite,2023-08-06,Rejected
835,97,2023-10-27,Career Site,71,accepted,2023-12-06,Hired
836,125,2023-07-19,Referral,60,onsite,2023-08-17,Rejected
837,87,2023-04-19,Indeed,53,applied,2023-05-02,Rejected
838,171,2023-07-19,Indeed,34,applied,2023-08-01,Rejected
839,86,2023-06-26,Agency,80,onsite,2023-07-18,Rejected
840,169,2023-10-19,Career Site,50,applied,2023-10-26,Rejected
841,64,2023-09-10,Career Site,54,onsite,2023-10-05,Rejected
842,4,2023-08-17,Referral,66,onsite,2023-09-17,Rejected
843,10,2023-03-29,Career Site,71,onsite,2023-05-01,Rejected
844,22,2023-06-17,Referral,40,applied,2023-06-29,Rejected
845,41,2023-11-23,Career Site,75,applied,2023-11-27,Rejected
846,85,2023-06-29,Campus,51,screen,2023-07-13,Rejected
847,53,2023-07-24,LinkedIn,88,applied,2023-07-31,Rejected
848,83,2023-05-19,LinkedIn,34,screen,2023-05-31,Rejected
849,24,2023-08-14,Career Site,78,onsite,2023-09-19,Rejected
850,98,2023-08-07,Campus,57,screen,2023-08-17,Rejected
851,159,2023-02-01,Career Site,66,screen,2023-02-12,Rejected
852,69,2023-05-30,Career Site,67,screen,2023-06-24,Rejected
853,138,2023-07-28,Referral,49,applied,2023-08-05,Rejected
854,149,2023-09-13,Indeed,69,onsite,2023-10-31,Rejected
855,177,2023-11-27,Referral,56,applied,2023-12-09,Rejected
856,139,2023-08-03,Campus,76,offer,2023-09-21,Rejected
857,123,2023-07-27,LinkedIn,70,applied,2023-07-30,Rejected
858,129,2023-11-12,Campus,64,offer,2023-12-24,Rejected
859,145,2023-06-05,Indeed,75,screen,2023-06-15,Rejected
860,11,2023-08-08,LinkedIn,73,applied,2023-08-14,Rejected
861,17,2023-08-01,Career Site,60,screen,2023-08-07,Rejected
862,56,2023-06-29,Career Site,77,onsite,2023-07-28,Rejected
863,13,2023-10-26,LinkedIn,67,applied,2023-10-27,Rejected
864,23,2023-05-22,LinkedIn,82,screen,2023-06-11,Rejected
865,10,2023-04-07,Referral,57,accepted,2023-05-22,Hired
866,3,2023-08-28,Referral,66,applied,2023-08-31,Rejected
867,141,2023-08-05,LinkedIn,74,screen,2023-08-29,Rejected
868,84,2023-05-09,LinkedIn,70,screen,2023-05-29,Rejected
869,18,2023-08-09,LinkedIn,61,screen,2023-09-04,Rejected
870,20,2023-05-02,Agency,62,applied,2023-05-04,Rejected
871,178,2023-10-01,Career Site,92,applied,2023-10-07,Rejected
872,51,2023-04-16,Indeed,86,screen,2023-05-04,Rejected
873,170,2023-04-12,Agency,100,applied,2023-04-23,Rejected
874,51,2023-07-22,Referral,52,applied,2023-07-24,Rejected
875,145,2023-08-18,Career Site,21,onsite,2023-09-16,Rejected
876,87,2023-04-06,Career Site,70,screen,2023-05-06,Rejected
877,164,2023-03-17,Career Site,58,applied,2023-03-27,Rejected
878,6,2023-11-28,LinkedIn,51,applied,2023-11-30,Rejected
879,56,2023-10-11,Referral,61,onsite,2023-11-07,Rejected
880,40,2023-05-14,Indeed,58,screen,2023-06-07,Rejected
881,42,2023-10-28,LinkedIn,68,applied,2023-11-01,Rejected
882,156,2023-05-22,Referral,89,offer,2023-07-03,Rejected
883,48,2023-09-15,LinkedIn,83,applied,2023-09-20,Rejected
884,121,2023-06-30,LinkedIn,62,screen,2023-07-18,Rejected
885,112,2023-07-03,LinkedIn,76,applied,2023-07-13,Rejected
886,144,2023-09-28,LinkedIn,74,accepted,2023-11-14,Hired
887,91,2023-11-17,Agency,65,screen,2023-12-06,Rejected
888,58,2023-06-02,Campus,59,applied,2023-06-15,Rejected
889,78,2023-06-22,LinkedIn,41,onsite,2023-08-07,Rejected
890,65,2023-06-19,Agency,64,screen,2023-07-09,Rejected
891,96,2023-04-11,Referral,59,screen,2023-04-18,Rejected
892,91,2023-08-16,Indeed,59,screen,2023-08-27,Rejected
893,63,2023-09-03,Agency,69,screen,2023-09-09,Rejected
894,52,2023-04-27,Referral,70,screen,2023-05-15,Rejected
895,163,2023-11-25,Referral,68,onsite,2024-01-07,Rejected
896,165,2023-08-20,LinkedIn,13,applied,2023-08-26,Rejected
897,28,2023-06-18,LinkedIn,74,onsite,2023-07-18,Rejected
898,33,2023-09-10,LinkedIn,38,onsite,2023-10-05,Rejected
899,174,2023-08-22,Career Site,64,applied,2023-09-03,Rejected
900,106,2023-06-27,Agency,61,applied,2023-07-08,Rejected
901,179,2023-04-14,LinkedIn,71,screen,2023-05-13,Rejected
902,73,2023-09-12,Referral,53,applied,2023-09-20,Rejected
903,78,2023-04-03,Career Site,46,applied,2023-04-09,Rejected
904,23,2023-04-21,LinkedIn,60,screen,2023-05-19,Rejected
905,142,2023-07-21,Indeed,87,onsite,2023-08-22,Rejected
906,86,2023-05-30,LinkedIn,71,screen,2023-06-07,Rejected
907,143,2023-07-22,Referral,46,applied,2023-07-24,Rejected
908,83,2023-05-14,Referral,67,onsite,2023-06-08,Rejected
909,95,2023-07-26,Agency,63,applied,2023-08-03,Rejected
910,59,2023-05-19,Indeed,82,applied,2023-06-01,Rejected
911,115,2023-05-27,LinkedIn,41,applied,2023-06-05,Rejected
912,136,2023-02-03,Indeed,54,applied,2023-02-06,Rejected
913,50,2023-08-08,LinkedIn,98,screen,2023-08-21,Rejected
914,130,2024-08-01,Indeed,57,screen,2024-08-29,Rejected
915,97,2023-12-05,Indeed,46,screen,2023-12-30,Rejected
916,54,2023-08-06,LinkedIn,52,onsite,2023-09-01,Rejected
917,89,2023-08-08,LinkedIn,54,applied,2023-08-18,Rejected
918,16,2023-06-30,Agency,60,onsite,2023-07-27,Rejected
919,93,2023-04-04,Career Site,44,onsite,2023-05-18,Rejected
920,126,2023-10-29,Referral,61,screen,2023-11-10,Rejected
921,48,2023-06-16,LinkedIn,56,onsite,2023-07-20,Rejected
922,32,2023-08-02,Agency,83,applied,2023-08-16,Rejected
923,170,2023-03-22,Referral,76,applied,2023-03-27,Rejected
924,31,2023-06-25,Indeed,59,applied,2023-07-07,Rejected
925,81,2023-07-02,Referral,65,applied,2023-07-16,Rejected
926,72,2023-10-28,Indeed,82,onsite,2023-12-04,Rejected
927,123,2023-09-03,LinkedIn,78,screen,2023-09-09,Rejected
928,133,2023-05-31,Indeed,66,screen,2023-06-29,Rejected
929,172,2023-07-10,Referral,91,onsite,2023-08-16,Rejected
930,178,2023-09-19,LinkedIn,44,applied,2023-09-29,Rejected
931,100,2023-07-19,Indeed,65,applied,2023-07-26,Rejected
932,162,2023-05-02,Referral,57,screen,2023-06-04,Rejected
933,179,2023-06-25,LinkedIn,51,onsite,2023-08-08,Rejected
934,146,2023-04-28,Indeed,69,onsite,2023-05-20,Rejected
935,141,2023-09-16,Referral,72,onsite,2023-10-12,Rejected
936,21,2023-07-14,LinkedIn,69,onsite,2023-08-18,Rejected
937,123,2023-06-03,Career Site,55,screen,2023-06-29,Rejected
938,159,2023-04-19,LinkedIn,61,applied,2023-05-01,Rejected
939,17,2023-04-07,LinkedIn,57,screen,2023-04-28,Rejected
940,7,2023-06-30,LinkedIn,23,onsite,2023-08-08,Rejected
941,95,2023-08-15,Referral,78,applied,2023-08-27,Rejected
942,136,2023-03-10,LinkedIn,60,onsite,2023-04-07,Rejected
943,42,2023-11-23,Career Site,67,screen,2023-12-12,Rejected
944,148,2023-11-22,Agency,55,applied,2023-11-25,Rejected
945,126,2023-11-13,LinkedIn,88,applied,2023-11-19,Rejected
946,94,2023-06-03,Career Site,59,applied,2023-06-10,Rejected
947,170,2023-04-19,Agency,72,screen,2023-05-11,Rejected
948,154,2023-08-25,Indeed,52,applied,2023-08-27,Rejected
949,88,2023-07-19,Referral,64,applied,2023-07-31,Rejected
950,19,2023-09-20,LinkedIn,74,applied,2023-10-01,Rejected
951,114,2023-07-30,Referral,33,applied,2023-08-09,Rejected
952,122,2023-08-24,Campus,70,screen,2023-09-24,Rejected
953,71,2023-05-07,Career Site,72,applied,2023-05-08,Rejected
954,171,2023-10-08,Referral,68,onsite,2023-11-18,Rejected
955,111,2023-03-16,Career Site,42,screen,2023-04-12,Rejected
956,59,2023-07-16,Referral,72,screen,2023-07-27,Rejected
957,177,2023-11-01,LinkedIn,42,screen,2023-11-21,Rejected
958,100,2023-08-18,Agency,71,onsite,2023-10-04,Rejected
959,35,2023-08-02,Agency,63,screen,2023-08-24,Rejected
960,38,2023-09-01,Campus,63,screen,2023-09-23,Rejected
961,39,2023-06-25,Indeed,55,applied,2023-07-03,Rejected
962,47,2023-09-16,LinkedIn,63,applied,2023-09-23,Rejected
963,144,2023-08-18,Campus,61,onsite,2023-09-16,Rejected
964,86,2023-08-19,LinkedIn,83,screen,2023-09-13,Rejected
965,67,2023-02-03,Career Site,84,applied,2023-02-04,Rejected
966,128,2023-10-08,Career Site,77,onsite,2023-11-15,Rejected
967,54,2023-06-20,LinkedIn,64,onsite,2023-08-04,Rejected
968,179,2023-07-10,Agency,72,applied,2023-07-19,Rejected
969,105,2023-08-30,Indeed,63,applied,2023-09-09,Rejected
970,164,2023-04-08,Indeed,90,applied,2023-04-14,Rejected
971,64,2023-05-15,Indeed,82,screen,2023-06-08,Rejected
972,76,2023-08-08,LinkedIn,27,onsite,2023-09-12,Rejected
973,113,2023-07-01,Referral,64,onsite,2023-08-05,Rejected
974,159,2023-05-24,Indeed,32,onsite,2023-06-28,Rejected
975,161,2024-01-26,Indeed,40,onsite,2024-03-12,Rejected
976,52,2023-08-29,Agency,83,applied,2023-09-09,Rejected
977,137,2023-06-24,LinkedIn,62,applied,2023-07-01,Rejected
978,175,2023-03-24,Referral,71,applied,2023-04-02,Rejected
979,8,2023-10-21,Referral,67,screen,2023-11-17,Rejected
980,157,2023-11-01,LinkedIn,64,applied,2023-11-11,Rejected
981,71,2023-06-04,Indeed,88,onsite,2023-06-20,Rejected
982,128,2023-10-22,Indeed,37,onsite,2023-11-05,Rejected
983,19,2023-06-23,Indeed,77,screen,2023-06-30,Rejected
984,9,2023-05-24,Career Site,79,applied,2023-06-03,Rejected
985,153,2024-03-29,LinkedIn,55,screen,2024-04-23,Rejected
986,160,2023-04-25,LinkedIn,57,applied,2023-05-01,Rejected
987,130,2024-07-18,LinkedIn,69,applied,2024-07-25,Rejected
988,86,2023-08-16,Career Site,68,applied,2023-08-27,Rejected
989,41,2023-07-08,Agency,53,applied,2023-07-13,Rejected
990,172,2023-09-20,Referral,55,screen,2023-10-05,Rejected
991,10,2023-04-27,Career Site,63,onsite,2023-05-23,Rejected
992,26,2023-09-12,LinkedIn,35,applied,2023-09-19,Rejected
993,168,2023-09-22,Agency,74,screen,2023-10-16,Rejected
994,42,2023-10-06,Career Site,81,applied,2023-10-19,Rejected
995,24,2023-10-10,Referral,59,screen,2023-11-02,Rejected
996,112,2023-09-14,LinkedIn,44,screen,2023-09-21,Rejected
997,66,2023-08-22,Referral,66,screen,2023-09-01,Rejected
998,12,2023-06-10,Referral,70,applied,2023-06-21,Rejected
999,131,2023-07-01,Indeed,73,screen,2023-07-24,Rejected
1000,174,2023-04-12,Agency,42,onsite,2023-05-16,Rejected
1001,24,2023-05-17,Referral,83,applied,2023-05-21,Rejected
1002,142,2023-06-26,Agency,74,onsite,2023-07-18,Rejected
1003,29,2023-06-14,LinkedIn,74,screen,2023-07-12,Rejected
1004,90,2023-07-29,LinkedIn,80,screen,2023-08-07,Rejected
1005,165,2023-07-20,LinkedIn,78,screen,2023-07-31,Rejected
1006,41,2023-10-08,Career Site,82,screen,2023-11-04,Rejected
1007,101,2023-11-08,Referral,53,applied,2023-11-09,Rejected
1008,107,2023-07-17,LinkedIn,96,screen,2023-08-13,Rejected
1009,145,2023-06-16,LinkedIn,45,onsite,2023-07-15,Rejected
1010,7,2023-04-05,Career Site,72,accepted,2023-05-11,Hired
1011,70,2023-12-25,Agency,54,applied,2024-01-06,Rejected
1012,134,2023-06-24,LinkedIn,79,screen,2023-06-29,Rejected
1013,177,2023-12-02,Indeed,72,screen,2023-12-21,Rejected
1014,19,2023-07-03,Indeed,67,applied,2023-07-17,Rejected
1015,51,2023-07-30,LinkedIn,63,screen,2023-08-15,Rejected
1016,77,2023-05-22,LinkedIn,86,applied,2023-05-28,Rejected
1017,140,2023-06-30,Referral,51,screen,2023-07-16,Rejected
1018,32,2023-04-04,Indeed,74,onsite,2023-05-05,Rejected
1019,68,2023-10-04,LinkedIn,76,screen,2023-10-13,Rejected
1020,81,2023-03-11,LinkedIn,74,applied,2023-03-13,Rejected
1021,118,2023-05-10,Referral,19,screen,2023-06-02,Rejected
1022,39,2023-09-19,Campus,55,applied,2023-09-28,Rejected
1023,46,2024-02-08,Career Site,62,applied,2024-02-21,Rejected
1024,43,2023-06-02,Career Site,46,onsite,2023-07-05,Rejected
1025,96,2023-05-23,Indeed,60,offer,2023-07-03,Rejected
1026,76,2023-06-04,LinkedIn,56,applied,2023-06-18,Rejected
1027,35,2023-11-25,LinkedIn,52,applied,2023-11-29,Rejected
1028,4,2023-10-02,Campus,67,applied,2023-10-14,Rejected
1029,56,2023-08-31,Campus,82,applied,2023-09-01,Rejected
1030,115,2023-05-20,Indeed,47,applied,2023-06-01,Rejected
1031,153,2024-03-23,Career Site,84,screen,2024-04-09,Rejected
1032,51,2023-08-02,LinkedIn,68,onsite,2023-08-30,Rejected
1033,126,2023-07-23,LinkedIn,98,screen,2023-08-20,Rejected
1034,150,2023-09-09,Referral,72,applied,2023-09-19,Rejected
1035,136,2023-02-05,LinkedIn,46,applied,2023-02-15,Rejected
1036,169,2023-08-20,Agency,72,onsite,2023-09-27,Rejected
1037,157,2023-10-22,LinkedIn,58,applied,2023-11-02,Rejected
1038,56,2023-09-03,Career Site,74,screen,2023-09-20,Rejected
1039,39,2023-04-14,LinkedIn,64,screen,2023-04-28,Rejected
1040,24,2023-07-31,Agency,55,applied,2023-08-14,Rejected
1041,82,2023-09-12,Career Site,81,applied,2023-09-24,Rejected
1042,105,2023-09-28,Career Site,81,screen,2023-10-12,Rejected
1043,45,2023-09-04,Indeed,88,applied,2023-09-07,Rejected
1044,59,2023-10-06,Campus,62,applied,2023-10-08,Rejected
1045,112,2023-10-06,Indeed,45,applied,2023-10-20,Rejected
1046,11,2023-03-13,Referral,69,applied,2023-03-16,Rejected
1047,86,2023-03-06,LinkedIn,69,applied,2023-03-10,Rejected
1048,49,2023-07-10,LinkedIn,45,applied,2023-07-15,Rejected
1049,96,2023-05-10,Indeed,59,applied,2023-05-23,Rejected
1050,43,2023-08-14,Career Site,79,screen,2023-08-30,Rejected
1051,80,2023-08-26,Career Site,56,applied,2023-09-08,Rejected
1052,127,2023-11-05,Referral,58,onsite,2023-12-16,Rejected
1053,128,2023-08-06,Agency,55,applied,2023-08-16,Rejected
1054,178,2023-09-05,LinkedIn,78,applied,2023-09-14,Rejected
1055,38,2023-09-04,LinkedIn,71,onsite,2023-10-15,Rejected
1056,19,2023-06-16,Indeed,66,screen,2023-07-03,Rejected
1057,40,2023-06-19,Indeed,48,screen,2023-07-06,Rejected
1058,98,2023-11-08,Career Site,53,accepted,2023-12-26,Hired
1059,130,2024-10-15,LinkedIn,84,onsite,2024-11-15,Rejected
1060,109,2023-11-08,Agency,59,offer,2023-12-30,Rejected
1061,1,2023-10-29,Agency,70,onsite,2023-11-24,Rejected
1062,132,2023-09-23,Indeed,62,onsite,2023-10-26,Rejected
1063,16,2023-10-04,LinkedIn,81,applied,2023-10-05,Rejected
1064,162,2023-05-21,Career Site,53,onsite,2023-06-14,Rejected
1065,63,2023-04-12,LinkedIn,90,screen,2023-05-11,Rejected
1066,81,2023-06-03,Campus,75,applied,2023-06-07,Rejected
1067,44,2023-03-24,Referral,56,onsite,2023-04-21,Rejected
1068,46,2023-11-23,Career Site,71,applied,2023-12-07,Rejected
1069,94,2023-08-07,Campus,56,offer,2023-09-13,Rejected
1070,43,2023-11-08,Referral,25,onsite,2023-12-15,Rejected
1071,86,2023-03-10,Campus,32,offer,2023-04-24,Rejected
1072,105,2023-07-15,LinkedIn,77,applied,2023-07-27,Rejected
1073,115,2023-08-09,LinkedIn,86,screen,2023-08-25,Rejected
1074,111,2023-05-26,Indeed,65,screen,2023-06-06,Rejected
1075,32,2023-08-16,LinkedIn,57,applied,2023-08-27,Rejected
1076,90,2023-12-07,Career Site,31,applied,2023-12-17,Rejected
1077,117,2023-08-04,Indeed,76,onsite,2023-09-27,Rejected
1078,98,2023-08-04,Agency,67,applied,2023-08-14,Rejected
1079,62,2023-09-21,LinkedIn,34,applied,2023-09-27,Rejected
1080,173,2023-06-24,Indeed,61,accepted,2023-08-08,Hired
1081,101,2023-11-27,LinkedIn,71,applied,2023-12-07,Rejected
1082,134,2023-09-04,LinkedIn,51,screen,2023-09-23,Rejected
1083,173,2023-06-07,LinkedIn,89,accepted,2023-07-10,Hired
1084,99,2023-03-05,LinkedIn,53,accepted,2023-04-04,Hired
1085,165,2023-07-28,Referral,66,screen,2023-08-23,Rejected
1086,174,2023-08-24,Campus,60,applied,2023-08-29,Rejected
1087,136,2023-05-21,LinkedIn,56,screen,2023-05-30,Rejected
1088,72,2023-08-04,Career Site,76,applied,2023-08-06,Rejected
1089,120,2023-03-02,Career Site,73,screen,2023-03-22,Rejected
1090,66,2023-07-15,LinkedIn,71,accepted,2023-08-27,Hired
1091,22,2023-08-14,LinkedIn,64,screen,2023-09-05,Rejected
1092,158,2023-12-06,Indeed,90,onsite,2024-01-08,Rejected
1093,117,2023-08-16,LinkedIn,88,applied,2023-08-20,Rejected
1094,143,2023-05-02,Referral,38,applied,2023-05-03,Rejected
1095,101,2023-12-03,LinkedIn,47,applied,2023-12-09,Rejected
1096,60,2023-10-22,Career Site,61,applied,2023-10-26,Rejected
1097,60,2023-08-07,Indeed,50,screen,2023-08-26,Rejected
1098,82,2023-11-11,LinkedIn,60,screen,2023-11-26,Rejected
1099,147,2023-07-29,Referral,62,onsite,2023-09-15,Rejected
1100,116,2023-07-09,LinkedIn,47,screen,2023-07-21,Rejected
1101,16,2023-07-07,LinkedIn,51,screen,2023-07-26,Rejected
1102,54,2023-06-26,Career Site,71,accepted,2023-08-04,Hired
1103,140,2023-06-28,LinkedIn,40,applied,2023-07-03,Rejected
1104,153,2023-11-23,Indeed,72,applied,2023-12-05,Rejected
1105,99,2023-07-10,Agency,80,accepted,2023-09-02,Hired
1106,164,2023-08-12,LinkedIn,75,applied,2023-08-26,Rejected
1107,172,2023-09-21,Career Site,69,screen,2023-10-12,Rejected
1108,96,2023-03-16,Campus,71,screen,2023-04-13,Rejected
1109,117,2023-04-03,Indeed,76,screen,2023-04-25,Rejected
1110,171,2023-09-25,LinkedIn,53,onsite,2023-10-26,Rejected
1111,179,2023-06-03,Referral,83,applied,2023-06-13,Rejected
1112,100,2023-08-25,Career Site,62,applied,2023-08-27,Rejected
1113,35,2023-07-03,Referral,74,screen,2023-07-22,Rejected
1114,52,2023-04-20,Agency,60,applied,2023-05-02,Rejected
1115,144,2023-07-12,LinkedIn,77,onsite,2023-08-17,Rejected
1116,51,2023-08-11,Career Site,81,onsite,2023-09-14,Rejected
1117,164,2023-07-12,Indeed,52,screen,2023-07-22,Rejected
1118,138,2023-07-23,Indeed,70,screen,2023-07-31,Rejected
1119,122,2023-08-01,Referral,58,screen,2023-08-18,Rejected
1120,25,2023-10-21,Referral,51,applied,2023-10-23,Rejected
1121,70,2023-12-19,Career Site,84,applied,2023-12-23,Rejected
1122,36,2023-07-30,Campus,34,screen,2023-08-22,Rejected
1123,95,2023-05-09,Indeed,55,screen,2023-06-02,Rejected
1124,145,2023-06-12,Agency,70,applied,2023-06-16,Rejected
1125,79,2023-07-08,LinkedIn,74,onsite,2023-07-23,Rejected
1126,31,2023-07-18,Career Site,89,applied,2023-07-27,Rejected
1127,50,2023-09-14,LinkedIn,80,screen,2023-10-06,Rejected
1128,43,2023-09-02,Agency,72,screen,2023-09-30,Rejected
1129,162,2023-07-06,Referral,64,onsite,2023-08-22,Rejected
1130,94,2023-06-10,LinkedIn,56,onsite,2023-07-20,Rejected
1131,135,2024-03-10,LinkedIn,66,screen,2024-04-03,Rejected
1132,136,2023-05-23,Indeed,62,applied,2023-06-04,Rejected
1133,75,2023-11-23,Indeed,82,accepted,2024-01-02,Hired
1134,125,2023-09-23,Indeed,86,applied,2023-10-04,Rejected
1135,132,2023-06-10,LinkedIn,69,applied,2023-06-12,Rejected
1136,63,2023-09-02,LinkedIn,83,screen,2023-09-23,Rejected
1137,105,2023-09-13,Referral,74,screen,2023-10-01,Rejected
1138,80,2023-10-03,Indeed,62,applied,2023-10-13,Rejected
1139,109,2023-09-15,Referral,71,applied,2023-09-27,Rejected
1140,36,2023-10-02,Indeed,41,applied,2023-10-03,Rejected
1141,97,2023-12-13,LinkedIn,100,onsite,2024-01-20,Rejected
1142,123,2023-06-12,Campus,52,onsite,2023-07-26,Rejected
1143,46,2023-12-27,Referral,54,screen,2024-01-10,Rejected
1144,177,2023-09-07,Career Site,58,screen,2023-10-07,Rejected
1145,102,2023-09-23,Indeed,47,applied,2023-09-26,Rejected
1146,124,2023-04-16,Career Site,35,onsite,2023-05-23,Rejected
1147,43,2023-08-23,Career Site,46,applied,2023-08-30,Rejected
1148,36,2023-07-17,Referral,57,applied,2023-07-26,Rejected
1149,145,2023-03-31,Referral,71,onsite,2023-05-06,Rejected
1150,114,2023-08-10,Referral,47,onsite,2023-09-08,Rejected
1151,53,2023-06-22,LinkedIn,77,applied,2023-07-03,Rejected
1152,132,2023-09-13,Indeed,49,screen,2023-09-24,Rejected
1153,31,2023-10-13,Career Site,75,applied,2023-10-19,Rejected
1154,112,2023-07-18,LinkedIn,43,screen,2023-07-31,Rejected
1155,29,2023-06-02,LinkedIn,69,applied,2023-06-16,Rejected
1156,128,2023-11-16,LinkedIn,64,screen,2023-12-03,Rejected
1157,93,2023-05-15,LinkedIn,68,applied,2023-05-22,Rejected
1158,162,2023-07-29,Indeed,45,applied,2023-08-04,Rejected
1159,117,2023-06-09,Campus,89,applied,2023-06-19,Rejected
1160,158,2023-10-16,LinkedIn,69,onsite,2023-11-20,Rejected
1161,49,2023-06-05,Agency,67,applied,2023-06-15,Rejected
1162,174,2023-04-25,Career Site,84,applied,2023-05-08,Rejected
1163,60,2023-05-28,Indeed,76,applied,2023-05-30,Rejected
1164,56,2023-08-02,Career Site,40,applied,2023-08-05,Rejected
1165,15,2023-04-04,Agency,58,onsite,2023-05-17,Rejected
1166,27,2023-07-13,Referral,86,screen,2023-08-12,Rejected
1167,150,2023-07-20,LinkedIn,85,screen,2023-08-20,Rejected
1168,106,2023-08-11,Indeed,54,applied,2023-08-19,Rejected
1169,27,2023-06-15,Referral,75,accepted,2023-07-27,Hired
1170,155,2023-11-09,Referral,44,applied,2023-11-23,Rejected
1171,172,2023-06-24,Referral,48,screen,2023-07-14,Rejected
1172,135,2023-12-06,LinkedIn,90,screen,2024-01-03,Rejected
1173,7,2023-08-14,LinkedIn,58,screen,2023-09-05,Rejected
1174,21,2023-09-22,Career Site,57,screen,2023-10-06,Rejected
1175,152,2023-08-20,Indeed,71,screen,2023-09-09,Rejected
1176,157,2023-08-24,Career Site,52,applied,2023-08-25,Rejected
1177,167,2023-08-08,Referral,33,screen,2023-08-21,Rejected
1178,73,2023-11-01,Indeed,68,screen,2023-11-15,Rejected
1179,23,2023-03-02,Referral,68,applied,2023-03-11,Rejected
1180,151,2023-06-17,LinkedIn,62,applied,2023-06-19,Rejected
1181,100,2023-10-17,Career Site,64,applied,2023-10-20,Rejected
1182,141,2023-10-07,Career Site,67,applied,2023-10-13,Rejected
1183,144,2023-08-14,LinkedIn,62,applied,2023-08-25,Rejected
1184,144,2023-07-15,Referral,55,screen,2023-07-30,Rejected
1185,124,2023-08-22,Referral,85,onsite,2023-09-11,Rejected
1186,142,2023-06-05,Career Site,69,onsite,2023-06-29,Rejected
1187,144,2023-08-30,Career Site,74,applied,2023-09-12,Rejected
1188,69,2023-06-21,Indeed,36,applied,2023-06-28,Rejected
1189,61,2023-05-26,Referral,55,screen,2023-06-12,Rejected
1190,94,2023-08-17,Career Site,57,screen,2023-09-01,Rejected
1191,117,2023-08-24,LinkedIn,75,applied,2023-09-01,Rejected
1192,95,2023-08-29,Campus,70,screen,2023-09-08,Rejected
1193,62,2023-06-08,Indeed,53,applied,2023-06-21,Rejected
1194,111,2023-05-26,Agency,68,screen,2023-06-12,Rejected
1195,87,2023-04-20,Agency,53,applied,2023-05-04,Rejected
1196,21,2023-08-20,LinkedIn,90,screen,2023-09-16,Rejected
1197,117,2023-04-01,Referral,88,onsite,2023-05-02,Rejected
1198,65,2023-07-24,Referral,60,accepted,2023-09-06,Hired
1199,35,2023-11-02,LinkedIn,50,applied,2023-11-06,Rejected
1200,50,2023-08-08,Career Site,65,screen,2023-08-21,Rejected
1201,122,2023-05-16,LinkedIn,71,onsite,2023-07-07,Rejected
1202,53,2023-12-06,Career Site,64,applied,2023-12-13,Rejected
1203,55,2023-06-03,LinkedIn,48,applied,2023-06-17,Rejected
1204,67,2023-04-09,Agency,56,onsite,2023-05-18,Rejected
1205,61,2023-03-08,Referral,64,applied,2023-03-09,Rejected
1206,105,2023-09-21,Campus,60,applied,2023-10-03,Rejected
1207,118,2023-08-04,Agency,63,screen,2023-08-28,Rejected
1208,93,2023-04-06,LinkedIn,74,applied,2023-04-16,Rejected
1209,83,2023-03-23,Campus,73,applied,2023-03-24,Rejected
1210,157,2023-06-25,Referral,52,applied,2023-07-06,Rejected
1211,47,2023-05-25,LinkedIn,57,onsite,2023-06-18,Rejected
1212,165,2023-04-06,Career Site,78,screen,2023-04-28,Rejected
1213,19,2023-08-11,LinkedIn,64,screen,2023-08-19,Rejected
1214,62,2023-07-15,Agency,53,applied,2023-07-26,Rejected
1215,135,2024-03-01,Campus,49,screen,2024-03-21,Rejected
1216,161,2023-12-18,LinkedIn,53,screen,2024-01-02,Rejected
1217,79,2023-08-05,Agency,61,applied,2023-08-12,Rejected
1218,150,2023-05-06,Referral,85,onsite,2023-06-06,Rejected
1219,79,2023-05-09,LinkedIn,77,screen,2023-05-21,Rejected
1220,92,2023-10-22,Campus,54,applied,2023-11-02,Rejected
1221,57,2023-06-18,LinkedIn,56,applied,2023-06-30,Rejected
1222,44,2023-08-31,LinkedIn,38,onsite,2023-10-01,Rejected
1223,120,2023-04-26,Campus,75,applied,2023-04-30,Rejected
